song,genre,length,zcr.1,zcr.2,zcr.3,zcr.4,zcr.5,zcr.6,zcr.7,zcr.8,zcr.9,zcr.10,roughness.1,roughness.2,roughness.3,roughness.4,roughness.5,roughness.6,roughness.7,roughness.8,roughness.9,roughness.10,amplitude.1,amplitude.2,amplitude.3,amplitude.4,amplitude.5,amplitude.6,amplitude.7,amplitude.8,amplitude.9,amplitude.10,Q25.1,Q75.1,centroid.1,skewness.1,kurtosis.1,flatness.1,entropy.1,Q25.2,Q75.2,centroid.2,skewness.2,kurtosis.2,flatness.2,entropy.2,Q25.3,Q75.3,centroid.3,skewness.3,kurtosis.3,flatness.3,entropy.3,Q25.4,Q75.4,centroid.4,skewness.4,kurtosis.4,flatness.4,entropy.4,Q25.5,Q75.5,centroid.5,skewness.5,kurtosis.5,flatness.5,entropy.5,Q25.6,Q75.6,centroid.6,skewness.6,kurtosis.6,flatness.6,entropy.6,Q25.7,Q75.7,centroid.7,skewness.7,kurtosis.7,flatness.7,entropy.7,Q25.8,Q75.8,centroid.8,skewness.8,kurtosis.8,flatness.8,entropy.8,Q25.9,Q75.9,centroid.9,skewness.9,kurtosis.9,flatness.9,entropy.9,Q25.10,Q75.10,centroid.10,skewness.10,kurtosis.10,flatness.10,entropy.10
The Heat (The Energy) - The Prodigy,Electronic,267.335873,0.073718821,0.08170068,0.082698413,0.078730159,0.087913832,0.082403628,0.085555556,0.144376417,0.072970522,0.056530612,1.23922E+12,1.24401E+12,1.24771E+12,1.24958E+12,1.24835E+12,1.24713E+12,1.2466E+12,1.24592E+12,1.24636E+12,1.24446E+12,0.102180393,0.102507024,0.102216844,0.101929789,0.101373461,0.101842683,0.102136026,0.1021103,0.10198304,0.101952633,3922.08894,15737.35687,9893.004205,5.470872625,67.60040551,0.749319177,0.971580506,3893.176561,15741.71391,9891.941368,5.461091883,67.56872176,0.728559126,0.971534669,3876.17579,15751.71436,9893.183457,5.464155175,67.92242309,0.752918516,0.971713689,3871.175564,15767.71509,9895.583443,5.433696408,67.62777776,0.759520441,0.971617707,3876.17579,15786.71595,9906.674461,5.4191357,67.62705402,0.737087123,0.97163431,3887.176289,15757.71464,9909.175703,5.429611466,67.94758266,0.722632177,0.971776371,3884.176153,15718.71287,9891.584724,5.439308809,67.99285005,0.720391763,0.971850978,3873.175654,15723.71309,9880.640759,5.456009817,67.93566487,0.71489251,0.97167109,3881.176017,15737.71373,9885.084064,5.461811613,67.48986573,0.747226569,0.971674464,3890.176425,15745.71409,9889.557535,5.463218859,67.20441807,0.741375307,0.971629489
Full Throttle - The Prodigy,Electronic,302.3704989,0.075736961,0.064240363,0.073378685,0.058526077,0.060294785,0.071746032,0.069886621,0.063945578,0.06952381,0.063061224,2.29645E+12,2.24233E+12,2.21653E+12,2.20742E+12,2.20106E+12,2.22084E+12,2.25385E+12,2.28687E+12,2.32574E+12,2.3431E+12,0.132143249,0.132602607,0.132366327,0.132563447,0.132154954,0.132533599,0.132268616,0.131770381,0.131798049,0.132172466,2063.046783,15440.35014,8945.208,10.58846719,225.7000576,0.712922266,0.961552401,2050.092975,15321.69486,8890.422854,10.66564355,228.7765574,0.729978614,0.961204937,2041.092567,15338.69563,8876.070914,10.77226195,233.5208805,0.707769679,0.961105783,2034.092249,15319.69477,8837.820568,10.8400743,238.2475554,0.724112152,0.961397534,2043.092657,15254.69182,8810.294834,10.87137786,241.6677684,0.718384175,0.961729946,2052.093065,15270.69255,8825.220343,10.79563485,238.6644913,0.693011041,0.961328525,2066.0937,15359.69658,8866.728082,10.70606905,233.6643128,0.713233824,0.961302741,2076.094154,15423.69949,8925.46204,10.6864328,231.4377262,0.68279975,0.961717168,2064.09361,15500.70298,8966.272931,10.61355778,227.2021394,0.714910615,0.961565943,2064.09361,15561.70575,8995.96297,10.5384442,223.8241705,0.717833542,0.961526116
Skylined - The Prodigy,Electronic,356.4,0.098798186,0.111768707,0.088185941,0.108820862,0.114081633,0.065192744,0.098344671,0.104943311,0.114807256,0.101315193,2.03036E+12,1.97622E+12,2.00336E+12,1.98877E+12,1.97388E+12,1.96014E+12,1.95824E+12,1.98936E+12,2.00726E+12,2.0206E+12,0.159153818,0.158802959,0.158985971,0.158297159,0.157442612,0.158068712,0.158290735,0.157831165,0.158901107,0.158691275,1712.038824,12508.28365,7836.824562,4.92658932,40.72699608,0.655893317,0.954991482,1701.077146,12466.56538,7791.89559,4.935517286,40.84255122,0.662344154,0.954880886,1697.076965,12503.56706,7799.223669,4.96139089,41.3377253,0.64777997,0.955007533,1698.07701,12474.56574,7798.197677,4.957211807,41.09907058,0.661133388,0.95502376,1690.076647,12413.56297,7758.190052,4.931188474,40.29994567,0.652205482,0.954746415,1671.075786,12318.55866,7713.321767,4.937609391,40.27835391,0.633939129,0.954094297,1675.075967,12293.55753,7712.558417,4.944957311,40.83078674,0.651483591,0.95366396,1698.07701,12374.5612,7755.845728,4.961492934,41.29696127,0.640088998,0.954330678,1723.078144,12451.5647,7799.097681,4.971948387,41.43952749,0.649516991,0.954849742,1720.078008,12451.5647,7813.996637,4.956154964,41.2142528,0.681149571,0.954962202
No Good (Start the Dance) - The Prodigy,Electronic,377.8071882,0.092562358,0.07122449,0.091156463,0.120544218,0.164897959,0.158888889,0.163424036,0.157142857,0.158684807,0.145079365,9.33475E+11,9.41547E+11,9.35706E+11,9.53986E+11,9.59907E+11,9.48349E+11,9.40245E+11,9.37749E+11,9.56413E+11,9.45608E+11,0.076522319,0.076465421,0.076364067,0.076663151,0.077259685,0.077910844,0.077935699,0.0772592,0.076764692,0.076725599,2594.058825,14185.32168,8591.025381,4.187149574,34.97122836,0.686359887,0.967004519,2594.117647,14156.64202,8584.435918,4.227253378,35.46587421,0.705836262,0.966883888,2581.117057,14117.64026,8541.145223,4.23026944,35.62039328,0.696531183,0.966609362,2587.11733,14185.64334,8562.238961,4.247307211,36.05834505,0.69935056,0.966579977,2597.117783,14219.64488,8604.956313,4.270624927,36.82689658,0.698718889,0.966921748,2597.117783,14190.64357,8600.885165,4.300375671,37.25833688,0.686852523,0.967267428,2592.117556,14173.6428,8586.756582,4.305107906,37.34764735,0.71022084,0.966882946,2577.116876,14129.6408,8574.50143,4.236337887,36.03840455,0.690786693,0.966351945,2590.117466,14176.64293,8596.452085,4.223162552,35.81426716,0.699950049,0.966739147,2594.117647,14206.64429,8600.650802,4.203425531,35.49238462,0.690066593,0.966772215
Voodoo People - The Prodigy,Electronic,386.2657143,0.087800454,0.101904762,0.099342404,0.087188209,0.088004535,0.11154195,0.073741497,0.085623583,0.117301587,0.078888889,4.19022E+12,4.1914E+12,4.21816E+12,4.22906E+12,4.22395E+12,4.21321E+12,4.20855E+12,4.21332E+12,4.22693E+12,4.2107E+12,0.201435615,0.201624728,0.20213885,0.202937731,0.203336607,0.202450815,0.203299475,0.203588541,0.202376784,0.201117319,2160.048983,14911.33814,8709.752731,5.202122281,57.10730517,0.719760121,0.965607584,2150.09751,14899.67572,8693.598151,5.138845711,55.28378889,0.7119568,0.965570713,2157.097828,14920.67667,8702.041084,5.097932585,54.74442289,0.7261746,0.965819581,2172.098508,14905.67599,8712.174143,5.126109478,55.73834921,0.730807398,0.96589007,2179.098825,14878.67477,8725.421297,5.147800179,55.99115119,0.722993777,0.965970138,2179.098825,14825.67237,8704.775366,5.192264629,56.90694423,0.711949648,0.966131205,2175.098644,14814.67187,8694.963108,5.220325679,57.36766514,0.696434905,0.966121606,2185.099097,14854.67368,8726.508763,5.21013883,57.34298747,0.708800029,0.96613496,2200.099778,14890.67531,8741.1279,5.255008956,58.93047049,0.714922357,0.966054217,2171.098463,14867.67427,8710.080362,5.234824271,58.21105642,0.697880295,0.965716509
Their Law - The Prodigy,Electronic,399.3579819,0.087755102,0.058253968,0.087210884,0.064716553,0.082743764,0.099138322,0.102902494,0.063333333,0.084036281,0.062426304,9.44811E+11,9.38307E+11,9.35062E+11,9.30601E+11,9.30748E+11,9.27979E+11,9.19802E+11,9.23627E+11,9.40269E+11,9.49341E+11,0.076666871,0.0766107,0.076346008,0.076697385,0.076960251,0.076789069,0.076714771,0.076822237,0.076827472,0.07662396,3792.085992,13970.3168,9208.500197,4.46395258,40.00583565,0.751447838,0.970965651,3702.167899,13903.63055,9159.793878,4.41740481,38.96638966,0.737598304,0.970469703,3754.170257,13867.62892,9140.085794,4.416917464,38.67081073,0.752189245,0.970434467,3804.172525,13849.6281,9119.834654,4.48988839,39.83563344,0.772076265,0.97057932,3824.173432,13863.62874,9144.82461,4.526608004,40.45167714,0.782698872,0.970512112,3765.170756,13865.62883,9149.897369,4.524287346,40.60236756,0.772674296,0.970548286,3708.168171,13776.62479,9108.261537,4.519883137,40.89285495,0.760341859,0.970355791,3783.171572,13738.62307,9122.717773,4.497355156,40.71122743,0.750226694,0.970402744,3829.173659,13841.62774,9185.906376,4.549239794,41.8883777,0.75003813,0.970968261,3829.173659,13961.63318,9221.524738,4.529508805,41.44172798,0.747751704,0.971119749
Poison - The Prodigy,Electronic,402.1693197,0.050589569,0.069274376,0.054807256,0.052517007,0.051337868,0.060884354,0.065510204,0.049637188,0.08968254,0.080136054,1.37694E+12,1.38213E+12,1.39378E+12,1.3996E+12,1.40367E+12,1.411E+12,1.43282E+12,1.44637E+12,1.44034E+12,1.4088E+12,0.116704939,0.11675687,0.116589538,0.116526776,0.116760302,0.116923755,0.116746332,0.116900068,0.116522942,0.116705932,4782.108443,13684.31032,8952.63434,3.832753671,26.07864424,0.704703828,0.964130614,4774.216518,13718.62216,8955.778412,3.869473816,26.66979816,0.709800638,0.964167514,4781.216835,13750.62361,8978.102677,3.865660616,26.70951051,0.71174098,0.964246104,4783.216926,13724.62243,8982.299622,3.839293378,26.35012078,0.725790884,0.964522544,4780.21679,13686.62071,8969.191749,3.808399094,25.98090932,0.726167212,0.964444925,4778.216699,13674.62016,8960.844202,3.780772258,25.60007474,0.703110654,0.964286049,4782.216881,13628.61808,8952.20593,3.752896924,25.14266764,0.693737311,0.964245031,4797.217561,13659.61948,8977.413771,3.751786792,25.03586552,0.683913406,0.964506379,4808.21806,13774.6247,9006.716127,3.758025353,25.09907245,0.715152418,0.964524668,4801.217742,13775.62474,8993.785468,3.789081342,25.4718617,0.720815812,0.964344735
Claustrophobic Sting - The Prodigy,Electronic,433.534195,0.138480726,0.122494331,0.060430839,0.096235828,0.069478458,0.088412698,0.049319728,0.037029478,0.039410431,0.037959184,2.66796E+12,2.70632E+12,2.72392E+12,2.71584E+12,2.70082E+12,2.68002E+12,2.67588E+12,2.69254E+12,2.6886E+12,2.66974E+12,0.145440624,0.145377793,0.145217901,0.145028581,0.145040486,0.144892511,0.145406003,0.146255146,0.145383072,0.145641511,2494.056557,15082.34202,9246.368526,5.49451666,57.02336214,0.73857921,0.965825975,2542.115289,15149.68706,9289.166529,5.542975739,58.57124933,0.725791828,0.965944543,2537.115062,15126.68602,9285.789993,5.598020423,60.26605565,0.720158781,0.965665337,2493.113066,15091.68443,9248.162209,5.633894411,61.25345221,0.704429219,0.965795484,2453.111252,15097.6847,9215.897472,5.641122326,60.96041115,0.740177579,0.965886297,2472.112114,15132.68629,9228.261535,5.633357542,60.3056229,0.757803777,0.96590405,2496.113202,15094.68457,9234.367361,5.604557611,59.81747542,0.758985334,0.965753298,2489.112885,15049.68253,9209.760481,5.547749917,58.64265748,0.738909748,0.965575065,2488.11284,15007.68062,9197.403242,5.507042623,57.59729085,0.745583781,0.965603704,2477.112341,15043.68225,9212.841653,5.470338494,56.67180802,0.745702857,0.965525589
3 Kilos - The Prodigy,Electronic,445.6855329,0.098004535,0.08585034,0.068843537,0.11585034,0.089092971,0.08430839,0.07138322,0.121678005,0.094195011,0.08553288,3.40609E+12,3.3938E+12,3.39692E+12,3.46307E+12,3.46401E+12,3.44176E+12,3.42312E+12,3.44019E+12,3.431E+12,3.42684E+12,0.170588395,0.170716034,0.170615972,0.171704128,0.171431605,0.170480929,0.169942744,0.170110704,0.170457932,0.170536571,2222.050389,14543.3298,9086.274264,8.791247596,131.5756552,0.667582515,0.958846738,2226.100957,14572.66089,9095.831787,8.795269382,132.4258225,0.684005373,0.959082745,2234.10132,14455.65559,9051.982338,8.711265273,130.2630488,0.671309138,0.958779415,2257.102363,14454.65554,9062.334933,8.617398166,127.2540295,0.667379361,0.958951056,2244.101773,14454.65554,9057.355062,8.613535894,126.8334594,0.661121403,0.958960346,2208.100141,14339.65032,9018.244039,8.636692534,127.8172488,0.661398598,0.958684901,2222.100776,14413.65368,9035.931661,8.6434913,128.2890695,0.698831404,0.958829374,2258.102408,14541.65949,9103.28171,8.677611594,128.8748813,0.699062853,0.958847949,2248.101955,14489.65713,9082.257067,8.722195744,129.7709171,0.681895749,0.958662312,2235.101365,14462.6559,9072.267141,8.735792019,130.1926766,0.679740404,0.95843834
Break & Enter - The Prodigy,Electronic,504.5733107,0.077596372,0.074897959,0.0738322,0.075668934,0.095396825,0.086077098,0.069977324,0.079750567,0.075736961,0.068117914,5.23025E+12,5.20548E+12,5.22448E+12,5.22824E+12,5.20436E+12,5.1943E+12,5.13168E+12,5.13088E+12,5.20411E+12,5.22628E+12,0.231389227,0.231440981,0.230772916,0.23110874,0.231550153,0.231417165,0.23185175,0.231753856,0.232201142,0.231958805,2150.048756,14509.32902,9089.68663,5.023544093,43.11615164,0.734661043,0.961771925,2111.095741,14495.6574,9057.497474,5.029561611,43.37087938,0.7413952,0.961453846,2099.095197,14523.65867,9066.838575,4.991808387,42.87264045,0.721027936,0.961462032,2088.094698,14523.65867,9054.549831,4.960309747,42.22844992,0.726854282,0.961585985,2104.095424,14475.65649,9035.198551,4.970274968,42.21156595,0.733516186,0.961733159,2128.096512,14457.65568,9030.926119,4.958822019,41.79523752,0.715054075,0.961577154,2101.095288,14392.65273,8991.901749,4.968002811,41.88247444,0.710096742,0.961315116,2102.095333,14440.6549,9012.179746,4.949644455,41.57750013,0.727075741,0.961497587,2154.097692,14494.65735,9070.933463,4.95384124,41.53492228,0.725656405,0.962036409,2178.09878,14489.65713,9087.268938,4.998313548,42.43077491,0.727162629,0.96207913
Speedway (Theme From Fastlane) - The Prodigy,Electronic,536.1451701,0.116893424,0.103446712,0.112199546,0.089047619,0.085351474,0.096190476,0.089501134,0.10031746,0.083877551,0.083378685,2.33842E+12,2.3641E+12,2.38849E+12,2.40368E+12,2.38162E+12,2.36773E+12,2.37648E+12,2.38392E+12,2.3922E+12,2.35514E+12,0.148157823,0.148782963,0.148363383,0.148422709,0.148796399,0.148863996,0.149322508,0.149288474,0.149111127,0.147806341,3120.070753,13743.31165,8511.211728,4.689294257,39.75494404,0.640559939,0.963904796,3117.141367,13751.62366,8508.041791,4.720494222,40.27576235,0.652642513,0.963869026,3117.141367,13766.62434,8524.799053,4.768242378,41.22168649,0.649228002,0.963797067,3118.141412,13799.62583,8552.852616,4.80128072,42.0622495,0.654705061,0.964031731,3133.142093,13856.62842,8593.202952,4.834124345,43.19055675,0.645809374,0.964125734,3139.142365,13891.63001,8604.125634,4.85519621,44.15008476,0.64017265,0.964204813,3133.142093,13967.63345,8609.065827,4.829507535,43.58476199,0.636155626,0.964504193,3121.141548,13934.63196,8589.769806,4.778637643,42.18062155,0.628044806,0.964653973,3119.141458,13873.62919,8562.848816,4.750013855,41.32089749,0.633235145,0.964384937,3121.141548,13789.62538,8538.034734,4.720918114,40.52278051,0.655131686,0.964092516
Diesel Power - The Prodigy,Electronic,256.497415,0.134693878,0.063378685,0.114512472,0.07260771,0.114603175,0.086825397,0.090725624,0.10829932,0.080861678,0.135283447,8.81953E+12,8.80087E+12,8.87135E+12,8.94812E+12,8.83873E+12,8.85979E+12,8.89043E+12,8.90607E+12,8.91995E+12,8.87909E+12,0.444346189,0.44258983,0.442256468,0.443222931,0.443348291,0.441339633,0.441611421,0.443338932,0.445930806,0.443638397,2345.053178,14202.32206,8414.983265,17.19584319,448.7861238,0.731068834,0.955449317,2333.10581,14186.64339,8402.748816,17.16951641,448.1585553,0.702527888,0.955665659,2329.105628,14188.64348,8408.940355,17.1793547,449.0328276,0.728416045,0.95590819,2302.104404,14122.64048,8376.038466,17.13763569,446.9669033,0.746979923,0.955584578,2310.104767,14188.64348,8412.304454,17.21656827,449.5412896,0.75077239,0.95549618,2315.104993,14329.64987,8448.094274,17.2736047,451.5721586,0.737459829,0.95593462,2327.105538,14298.64846,8425.380577,17.18419341,448.7756776,0.747448352,0.955604966,2322.105311,14192.64366,8399.855242,17.19857989,450.2278094,0.735960196,0.955760435,2324.105402,14244.64602,8421.56397,17.34394365,455.929961,0.708497341,0.9560432,2358.106944,14310.64901,8451.875545,17.33456445,454.8861713,0.735768535,0.955827239
Fuel My Fire - The Prodigy,Electronic,258.3062358,0.087256236,0.107959184,0.086712018,0.081043084,0.088843537,0.079954649,0.098956916,0.100907029,0.109274376,0.091882086,7.83853E+12,7.82707E+12,7.77448E+12,7.88321E+12,7.92863E+12,7.76849E+12,7.83234E+12,7.8804E+12,7.90122E+12,7.85591E+12,0.412831262,0.415391359,0.414032566,0.412777746,0.411421735,0.41161446,0.411994064,0.414935491,0.414775642,0.412910632,1720.039005,13415.30422,7961.146434,10.62070011,200.0107615,0.740286708,0.958919488,1732.078552,13360.60592,7949.386219,10.60412392,199.847253,0.71591445,0.959134392,1730.078462,13347.60533,7941.022003,10.58120403,199.7295006,0.728410604,0.958789252,1741.07896,13446.60982,7980.295864,10.5750957,200.0841803,0.746183573,0.959129699,1743.079051,13413.60833,7965.675463,10.60212808,201.5672935,0.738687899,0.959127601,1739.07887,13394.60747,7942.53605,10.59514154,201.6465703,0.722821467,0.958938922,1736.078734,13371.60642,7945.875552,10.49269505,197.4614533,0.741572717,0.95928339,1727.078326,13308.60356,7924.635525,10.45263075,195.3594125,0.73373308,0.959051549,1726.07828,13365.60615,7935.487061,10.54029819,197.5336202,0.740651106,0.95904672,1715.077781,13416.60846,7952.150123,10.58866998,199.0072474,0.762889936,0.95877876
Firestarter - The Prodigy,Electronic,279.6720635,0.070861678,0.056961451,0.072834467,0.072380952,0.117165533,0.092698413,0.086666667,0.085578231,0.100702948,0.098276644,4.85268E+12,4.87444E+12,4.94543E+12,4.93238E+12,4.8642E+12,4.84046E+12,4.87928E+12,4.86697E+12,4.86767E+12,4.88567E+12,0.237110331,0.237131458,0.236926113,0.234699673,0.234950107,0.23532525,0.235222835,0.234870158,0.235130292,0.235814468,1700.038551,13957.31651,8167.367465,6.865793185,69.00754126,0.735988108,0.957965895,1698.07701,13992.63459,8167.797456,6.81276381,68.15904765,0.696756471,0.957734434,1700.077101,14129.6408,8227.902765,6.807189367,67.86394966,0.708020355,0.958314233,1704.077282,14106.63976,8227.298492,6.794426231,67.49729431,0.679712258,0.958474214,1706.077373,14024.63604,8201.604637,6.77104752,66.9329544,0.722583757,0.958208272,1708.077464,14054.6374,8209.230595,6.757458744,66.56198906,0.718686849,0.958075897,1709.077509,14098.63939,8215.315303,6.761879658,66.58134924,0.716695778,0.958212014,1714.077736,13972.63368,8173.168559,6.788960535,67.11843021,0.70316223,0.958236805,1694.076829,13903.63055,8143.12405,6.805482964,67.6052121,0.706501265,0.957519427,1696.07692,14010.6354,8178.344042,6.83912405,68.3857534,0.717979661,0.957597899
Serial Thrilla - The Prodigy,Electronic,311.3333333,0.043401361,0.049818594,0.042426304,0.055351474,0.05829932,0.045351474,0.039773243,0.050430839,0.045170068,0.047845805,1.95766E+12,1.94168E+12,1.90977E+12,1.89953E+12,1.90896E+12,1.93421E+12,1.93799E+12,1.9403E+12,1.95254E+12,1.95602E+12,0.249844087,0.252132791,0.254214574,0.254264429,0.2534343,0.250368903,0.249183647,0.248051901,0.247524977,0.248817093,1616.036646,10842.24587,6761.214835,10.3903894,223.8922414,0.582722879,0.943989418,1610.073019,10800.48982,6737.066008,10.60191211,233.242123,0.569342209,0.943823356,1594.072294,10748.48746,6701.309792,10.7149209,238.2204285,0.570331982,0.943233303,1583.071795,10746.48737,6694.614979,10.70504507,238.1025239,0.553721077,0.942791899,1581.071704,10747.48741,6696.981754,10.54089232,231.3753923,0.559490398,0.942522157,1586.071931,10777.48878,6711.986767,10.35638252,223.8345257,0.560936825,0.942776957,1595.072339,10758.48791,6714.267425,10.19513496,216.9339599,0.57343516,0.943116561,1601.072611,10759.48796,6715.876256,10.08435303,212.0883318,0.567045299,0.943282838,1609.072974,10798.48973,6729.566296,10.06698471,211.1008861,0.576831135,0.943493626,1610.073019,10821.49077,6737.577383,10.16084835,214.5995213,0.578837242,0.943654174
Funky Shit - The Prodigy,Electronic,315.9289342,0.09260771,0.076326531,0.090430839,0.077845805,0.0930839,0.082970522,0.089478458,0.086213152,0.074535147,0.100294785,1.13637E+13,1.13975E+13,1.14847E+13,1.14463E+13,1.13916E+13,1.13422E+13,1.12829E+13,1.14053E+13,1.14036E+13,1.13354E+13,0.337835039,0.339544069,0.339034378,0.338612999,0.339127488,0.339762998,0.338910928,0.337619085,0.338786345,0.33822098,3632.082364,14865.3371,9463.746502,15.81031533,592.6218908,0.651938717,0.968642343,3582.162456,14858.67386,9438.560212,15.71319299,584.7416794,0.638021725,0.968849943,3612.163817,14938.67749,9469.830323,15.7666467,588.0278527,0.630906671,0.969343725,3631.164679,14952.67813,9478.074597,15.90407913,596.5245713,0.637115039,0.969145619,3658.165903,14909.67618,9472.763196,15.89908048,596.5784018,0.63542043,0.968991412,3684.167082,14857.67382,9468.224937,15.85782967,593.9942031,0.656378693,0.969193324,3661.166039,14823.67228,9463.75083,15.82069531,591.9747285,0.634442869,0.969152311,3636.164905,14898.67568,9479.519741,15.64918478,584.0863945,0.618167427,0.968987739,3633.164769,14937.67745,9479.353003,15.65319203,585.2206959,0.616998818,0.969179336,3655.165767,14908.67613,9477.619459,15.82312477,594.8864593,0.648485119,0.969165154
Breathe - The Prodigy,Electronic,334.7479592,0.040657596,0.041972789,0.055804989,0.124648526,0.055646259,0.034829932,0.060294785,0.042040816,0.042743764,0.050975057,3.78138E+12,3.8055E+12,3.81541E+12,3.83536E+12,3.80038E+12,3.8188E+12,3.84978E+12,3.9041E+12,3.88537E+12,3.79821E+12,0.440809207,0.440938377,0.441400934,0.441100206,0.438587812,0.437973208,0.438875048,0.438516989,0.438735657,0.439297462,1434.032519,12685.28766,7296.311882,10.3704152,169.8640078,0.672097276,0.943564373,1434.065037,12678.57499,7287.761618,10.37807456,169.9937546,0.666149736,0.943537442,1438.065218,12694.57572,7296.591405,10.41428448,170.8335794,0.679339754,0.943661046,1451.065808,12734.57753,7329.30228,10.43864186,171.4829657,0.680660665,0.944297943,1453.065899,12708.57635,7337.260393,10.41974124,170.5057976,0.686010428,0.944474513,1457.06608,12694.57572,7342.62429,10.42843576,170.9533024,0.701801632,0.944673779,1457.06608,12706.57626,7353.268821,10.46486784,172.5691269,0.661319387,0.944547878,1453.065899,12830.58189,7388.164532,10.47749408,172.9122382,0.661393181,0.944499042,1452.065853,12822.58152,7383.222722,10.46952135,172.7953586,0.679576961,0.944525498,1451.065808,12717.57676,7343.058717,10.42878087,171.6590629,0.692012518,0.94444938
Mindfields - The Prodigy,Electronic,340.3333333,0.092290249,0.092789116,0.094920635,0.114557823,0.101247166,0.091043084,0.103015873,0.094126984,0.09244898,0.092494331,2.66123E+12,2.62413E+12,2.60685E+12,2.56402E+12,2.60399E+12,2.62004E+12,2.6298E+12,2.64469E+12,2.66663E+12,2.69186E+12,0.135589166,0.13573064,0.135793464,0.135111404,0.135586631,0.135249433,0.135261787,0.135534471,0.136048881,0.136057867,2005.045468,15173.34408,8805.399334,8.354128521,131.4133044,0.686248007,0.960097204,2015.091387,15107.68516,8783.117251,8.372203063,132.5873817,0.709732594,0.96017134,2035.092294,15160.68756,8784.158594,8.340081393,132.3726899,0.696208553,0.960445171,2021.091659,15065.68325,8752.652879,8.384547069,134.0506426,0.699464587,0.960400305,2006.090979,15190.68892,8782.109653,8.389508131,134.4284532,0.7114991,0.960208326,1981.089845,15211.68987,8791.182007,8.394843196,134.2675588,0.673624071,0.959977831,1995.09048,15163.6877,8788.812723,8.397074701,133.7319752,0.697268957,0.95991424,2031.092113,15187.68878,8813.2379,8.33656964,131.7185637,0.70376871,0.960181656,2044.092703,15222.69037,8842.459372,8.346282926,131.5525723,0.725683726,0.960830509,2025.091841,15256.69191,8852.848666,8.345892365,131.1485109,0.728223315,0.960742437
Smack My Bitch Up - The Prodigy,Electronic,341.7648073,0.101678005,0.064399093,0.118866213,0.064988662,0.075668934,0.093696145,0.086734694,0.068707483,0.09723356,0.070839002,3.97159E+12,3.99916E+12,3.96634E+12,4.00842E+12,3.99689E+12,3.99921E+12,4.04586E+12,4.02417E+12,4.03863E+12,4.02129E+12,0.19466136,0.19499871,0.19502804,0.194098296,0.194204493,0.194325735,0.194628474,0.195072162,0.195304141,0.194027471,3084.069937,14312.32456,8756.344102,12.95189893,275.5976247,0.776809958,0.963422854,3079.139644,14305.64878,8750.998622,12.84724256,271.8781708,0.769760239,0.963506394,3058.138691,14319.64942,8748.333088,12.64414546,264.9808648,0.763306293,0.963418274,3064.138963,14406.65336,8781.372396,12.63116819,264.6576162,0.74297369,0.963617788,3053.138464,14413.65368,8776.600799,12.7655862,269.3469227,0.743708324,0.963453915,3058.138691,14448.65527,8797.166897,12.86497897,273.8900256,0.793684157,0.963761296,3034.137603,14448.65527,8794.066023,12.86649667,274.611468,0.748557022,0.963152066,3043.138011,14455.65559,8803.860798,12.90784081,274.2938396,0.767019931,0.963313524,3057.138646,14422.65409,8794.57589,12.84385404,270.9411252,0.760877816,0.963667138,3043.138011,14350.65082,8757.163649,12.82021767,270.7464672,0.765581573,0.96330965
Climbatize - The Prodigy,Electronic,394.5611111,0.070340136,0.072743764,0.075147392,0.068662132,0.07399093,0.067528345,0.077959184,0.061609977,0.080408163,0.066848073,8.84585E+12,8.83673E+12,8.8312E+12,8.84436E+12,8.86464E+12,8.96214E+12,9.00902E+12,9.00046E+12,8.90993E+12,8.86559E+12,0.441603716,0.442710038,0.441454311,0.441615,0.443129015,0.442121734,0.44070206,0.441791566,0.440577065,0.43969899,1478.033517,13226.29993,7743.034926,6.124259051,63.87719493,0.519245984,0.952396009,1452.065853,13190.59821,7707.402982,6.079248354,62.57394097,0.490388709,0.951607808,1451.065808,13264.60157,7731.991286,6.117786192,63.11789956,0.509463907,0.951809405,1471.066715,13331.60461,7765.033445,6.097203481,62.88764455,0.537986109,0.952431143,1474.066851,13295.60298,7753.547001,6.085496604,62.49505529,0.527991058,0.952056552,1466.066488,13241.60053,7725.737116,6.115183256,63.11991143,0.516756221,0.951522212,1481.067169,13165.59708,7721.334418,6.093567912,63.03487471,0.497324304,0.951931848,1483.067259,13233.60016,7739.602589,6.055305436,62.25750708,0.498861909,0.952047805,1460.066216,13245.60071,7740.117967,6.114216562,63.16756162,0.503388456,0.952124191,1477.066987,13283.60243,7753.300425,6.168960941,64.42644896,0.530728042,0.952544292
