song,genre,length,zcr.1,zcr.2,zcr.3,zcr.4,zcr.5,zcr.6,zcr.7,zcr.8,zcr.9,zcr.10,roughness.1,roughness.2,roughness.3,roughness.4,roughness.5,roughness.6,roughness.7,roughness.8,roughness.9,roughness.10,amplitude.1,amplitude.2,amplitude.3,amplitude.4,amplitude.5,amplitude.6,amplitude.7,amplitude.8,amplitude.9,amplitude.10,Q25.1,Q75.1,centroid.1,skewness.1,kurtosis.1,flatness.1,entropy.1,Q25.2,Q75.2,centroid.2,skewness.2,kurtosis.2,flatness.2,entropy.2,Q25.3,Q75.3,centroid.3,skewness.3,kurtosis.3,flatness.3,entropy.3,Q25.4,Q75.4,centroid.4,skewness.4,kurtosis.4,flatness.4,entropy.4,Q25.5,Q75.5,centroid.5,skewness.5,kurtosis.5,flatness.5,entropy.5,Q25.6,Q75.6,centroid.6,skewness.6,kurtosis.6,flatness.6,entropy.6,Q25.7,Q75.7,centroid.7,skewness.7,kurtosis.7,flatness.7,entropy.7,Q25.8,Q75.8,centroid.8,skewness.8,kurtosis.8,flatness.8,entropy.8,Q25.9,Q75.9,centroid.9,skewness.9,kurtosis.9,flatness.9,entropy.9,Q25.10,Q75.10,centroid.10,skewness.10,kurtosis.10,flatness.10,entropy.10
Life Is Easy - Godflesh,Metal,286.9345125,0.059342404,0.033106576,0.068231293,0.05585034,0.028435374,0.04414966,0.099863946,0.133673469,0.113854875,0.091882086,4.20033E+11,4.22755E+11,4.20121E+11,4.23229E+11,4.20522E+11,4.17934E+11,4.17975E+11,4.1658E+11,4.16351E+11,4.17649E+11,0.111411992,0.111343848,0.11124199,0.111228468,0.111472936,0.111658532,0.111571458,0.111415795,0.110952729,0.111325448,1613.036578,11587.26276,7429.238168,14.73977836,372.607935,0.588242946,0.934521011,1617.073337,11584.52538,7432.058147,14.71896311,371.5625497,0.592007573,0.934622904,1612.07311,11579.52515,7416.247575,14.67651879,369.4733269,0.597128932,0.934450157,1605.072792,11591.52569,7426.325086,14.6591769,368.6177266,0.594996493,0.934577383,1600.072566,11587.52551,7413.094153,14.66242681,368.859231,0.564882688,0.934575887,1605.072792,11581.52524,7412.413136,14.64597353,367.7622058,0.569543642,0.934664936,1610.073019,11580.52519,7422.311927,14.60227105,365.1369924,0.589654485,0.934694596,1611.073065,11587.52551,7422.230249,14.59230987,364.6045881,0.583182106,0.934370122,1606.072838,11592.52574,7420.468465,14.63655354,366.7990219,0.592271278,0.934152319,1608.072928,11592.52574,7426.390504,14.70135352,370.2209534,0.597428171,0.934279138
Dream Long Dead - Godflesh,Metal,317.0059184,0.070453515,0.078798186,0.066780045,0.089659864,0.077755102,0.071451247,0.083265306,0.074943311,0.068548753,0.078684807,8.19581E+11,8.2305E+11,8.15494E+11,8.09694E+11,8.11847E+11,8.19894E+11,8.26428E+11,8.22599E+11,8.1785E+11,8.16688E+11,0.086683374,0.086887326,0.087038775,0.086942907,0.086595756,0.086788239,0.086651165,0.086686572,0.086652416,0.086442305,1647.037349,16591.37624,9345.317263,7.668757043,86.39180441,0.653197778,0.955288697,1648.074743,16627.75409,9353.442045,7.637376628,85.91709794,0.666051802,0.955039394,1631.073972,16610.75332,9324.975269,7.626806917,85.702536,0.665490981,0.954716062,1617.073337,16599.75282,9310.076276,7.653072292,86.18219666,0.655278719,0.954507726,1612.07311,16626.75405,9342.051869,7.669408181,86.73565278,0.646477541,0.954415519,1639.074334,16668.75595,9380.865111,7.675934894,86.84771998,0.648788458,0.954784801,1653.074969,16679.75645,9383.482155,7.670396554,86.65752274,0.664561716,0.955004839,1652.074924,16652.75523,9370.363622,7.666985345,86.49965223,0.672818643,0.955209241,1650.074833,16579.75192,9346.553064,7.679416965,86.66563485,0.662361051,0.955476097,1641.074425,16561.7511,9329.764596,7.683414664,86.74747334,0.668107627,0.955404436
Mighty Trust Crusher - Godflesh,Metal,323.574059,0.098956916,0.120453515,0.092426304,0.070204082,0.063718821,0.075170068,0.074331066,0.086145125,0.10553288,0.114013605,6.31205E+11,6.3081E+11,6.34052E+11,6.30833E+11,6.32318E+11,6.28385E+11,6.23559E+11,6.2723E+11,6.31687E+11,6.32511E+11,0.07857305,0.07860434,0.078938886,0.078826557,0.078553998,0.07857928,0.078543825,0.078653488,0.078519039,0.078546369,6227.141211,13178.29884,9825.636468,9.984650215,239.5215637,0.641172787,0.952629171,6232.282643,13167.59717,9836.469245,9.9723388,239.6466194,0.64573372,0.952092578,6237.28287,13182.59785,9852.352006,9.897336396,236.1736354,0.604385374,0.951962077,6236.282825,13155.59663,9846.994866,9.778380327,230.0853035,0.620427536,0.951830711,6235.282779,13179.59771,9851.529776,9.704675907,226.0939611,0.627622351,0.951799644,6232.282643,13216.59939,9858.826469,9.721400211,226.230572,0.607811981,0.95205366,6231.282598,13229.59998,9858.17532,9.778451764,228.9258209,0.609971328,0.952135779,6233.282689,13228.59994,9859.131278,9.848254197,232.6830625,0.611936349,0.952494788,6233.282689,13226.59985,9852.82012,9.905406277,235.7101356,0.626296215,0.952789012,6229.282507,13199.59862,9834.836076,9.947755669,237.707864,0.626619885,0.952844007
Head Dirt - Godflesh,Metal,366.5348073,0.091020408,0.069818594,0.111020408,0.10292517,0.088344671,0.0961678,0.116984127,0.10675737,0.0861678,0.118049887,2.01614E+12,2.02227E+12,2.03501E+12,2.05079E+12,2.06288E+12,2.06285E+12,2.05089E+12,2.03423E+12,2.02079E+12,2.01586E+12,0.096625835,0.096653389,0.096908594,0.0970302,0.096981459,0.097413321,0.09730983,0.097074259,0.096762857,0.09658191,4142.093929,18219.41316,11496.80587,6.481973957,94.43054757,0.693273652,0.966817236,4158.18858,18208.8258,11493.51972,6.469133287,94.43846296,0.686869129,0.966901246,4172.189215,18201.82548,11495.7254,6.476927887,94.92296178,0.676731726,0.966951551,4185.189805,18199.82539,11502.51084,6.485167268,95.23048145,0.65739433,0.966819285,4189.189986,18199.82539,11509.47316,6.509018885,95.79419698,0.681477938,0.966819827,4167.188988,18193.82512,11495.5518,6.530274015,96.27288741,0.666467437,0.966883473,4142.187854,18186.8248,11477.55112,6.536805417,96.33236323,0.686251229,0.966816986,4130.18731,18188.82489,11472.30015,6.542168551,96.17437118,0.687862088,0.966843516,4121.186902,18199.82539,11481.30435,6.530030557,95.57112949,0.694976698,0.966828979,4132.187401,18220.82634,11500.18853,6.508617395,94.92965872,0.696148894,0.966861775
Streetcleaner - Godflesh,Metal,400.1938322,0.070816327,0.092993197,0.077165533,0.062743764,0.090975057,0.091111111,0.071678005,0.070612245,0.086077098,0.065986395,6.645E+11,6.66125E+11,6.69607E+11,6.69697E+11,6.71636E+11,6.72568E+11,6.76382E+11,6.76744E+11,6.72279E+11,6.66335E+11,0.115921388,0.116263132,0.116277437,0.116830563,0.116595806,0.116492072,0.11600057,0.115980747,0.116358227,0.116091217,2159.04896,12015.27247,7807.194761,6.32820089,82.15740566,0.697279347,0.962475068,2170.098417,12037.54592,7808.725491,6.310019441,81.39459163,0.695628241,0.962476865,2174.098599,12041.5461,7807.211689,6.273283263,80.10014238,0.68264121,0.962573833,2194.099506,11969.54284,7804.97235,6.221780289,79.20142262,0.701231016,0.962431214,2207.100095,12024.54533,7825.946694,6.227436823,79.63523555,0.719713566,0.962632157,2198.099687,12107.5491,7841.678241,6.295051268,81.65684699,0.710475204,0.96252617,2198.099687,12128.55005,7855.030576,6.367605054,84.06724682,0.723271211,0.962633197,2172.098508,12096.5486,7845.434661,6.407312349,85.0235585,0.727831773,0.962702798,2152.097601,12073.54755,7839.002154,6.408392175,84.52907771,0.713569184,0.962711419,2156.097782,12046.54633,7826.974613,6.355126811,83.00256812,0.666303339,0.962659503
Christbait Rising - Godflesh,Metal,417.1008617,0.144988662,0.148820862,0.095668934,0.130204082,0.126666667,0.10537415,0.150204082,0.127210884,0.049297052,0.0361678,7.39024E+11,7.37445E+11,7.40947E+11,7.46015E+11,7.34535E+11,7.29237E+11,7.29614E+11,7.32592E+11,7.3234E+11,7.38983E+11,0.070713512,0.07050877,0.070738684,0.071249472,0.070837785,0.070756539,0.070523996,0.07062145,0.070203002,0.070292806,3227.07318,17138.38864,10551.19679,5.688630909,69.88286999,0.704378277,0.971824293,3217.145902,17156.77809,10544.37592,5.571246576,66.31731277,0.734236836,0.972213073,3235.146719,17212.78062,10568.40156,5.4996897,63.42591661,0.726087117,0.972113632,3248.147308,17213.78067,10577.34573,5.558253129,64.48605886,0.719719344,0.971746621,3228.146401,17156.77809,10536.47802,5.666568747,66.81679413,0.7172057,0.971505145,3195.144905,17123.77659,10514.08427,5.680373268,67.64352088,0.710046713,0.971050064,3169.143725,17045.77305,10467.73542,5.787432824,72.00749581,0.698076111,0.97174323,3172.143861,17046.7731,10468.44665,5.867817541,75.56506916,0.700578905,0.971782825,3210.145585,17055.7735,10485.4636,5.888143432,75.67773785,0.724329616,0.971544616,3224.14622,17151.77786,10541.93534,5.811301198,73.22955466,0.734389588,0.971565692
Thirst for Power - Gorod,Metal,189.04,0.083197279,0.077324263,0.069773243,0.068843537,0.102199546,0.071315193,0.081995465,0.092131519,0.061927438,0.123265306,7.99233E+12,7.95015E+12,7.86372E+12,7.89652E+12,7.9482E+12,7.92647E+12,7.9643E+12,7.97203E+12,7.94082E+12,7.97755E+12,0.361232041,0.361354841,0.36135358,0.361513303,0.360244832,0.360323459,0.36081526,0.359700455,0.359131695,0.360410404,1752.039731,13514.30646,8317.32772,5.458535562,48.61034542,0.727858272,0.962139441,1753.079505,13558.6149,8324.824995,5.433498144,48.33886369,0.720453652,0.962028791,1749.079323,13541.61413,8319.149553,5.41801636,48.15798901,0.743209468,0.961692927,1748.079278,13531.61368,8312.193955,5.401089723,47.70129426,0.733503091,0.961643783,1752.079459,13542.61418,8324.202934,5.430241523,48.13939341,0.723576264,0.961531866,1753.079505,13558.6149,8338.857721,5.492015843,49.26549281,0.716506665,0.961610507,1749.079323,13592.61645,8359.944028,5.518058744,49.59103139,0.705746137,0.961876324,1749.079323,13618.61762,8365.058098,5.493964258,49.10729994,0.706226371,0.961804316,1751.079414,13564.61518,8342.606177,5.489255952,49.10622221,0.722403184,0.961649003,1751.079414,13515.61295,8324.056472,5.484486088,49.11643795,0.726028628,0.961645743
Eternal Messiah - Gorod,Metal,192.9333333,0.056961451,0.063877551,0.057278912,0.062562358,0.066031746,0.052131519,0.052358277,0.060884354,0.073582766,0.053537415,7.02787E+12,7.01068E+12,7.03383E+12,7.01947E+12,6.92253E+12,6.86434E+12,6.90934E+12,6.97061E+12,7.00093E+12,7.02926E+12,0.401546818,0.401425578,0.399877366,0.40026261,0.399975992,0.400501114,0.40019839,0.400246986,0.399465867,0.399988798,1632.037009,12888.29226,7813.093317,5.636884938,53.09500235,0.676429381,0.957198155,1628.073836,12880.58415,7797.281791,5.634937352,52.74305039,0.651135395,0.957105885,1624.073654,12895.58483,7787.410912,5.623406144,52.13353883,0.664507516,0.957073531,1623.073609,12895.58483,7771.897502,5.599374969,51.37679005,0.672630426,0.95693661,1620.073473,12844.58252,7747.826111,5.567326749,50.73652331,0.667861583,0.956836445,1628.073836,12791.58012,7740.052027,5.530430843,50.19865392,0.677540139,0.956972529,1631.073972,12777.57948,7749.846449,5.501737571,49.89933903,0.666293446,0.957047626,1637.074244,12826.5817,7784.609843,5.523120545,50.55526513,0.665870326,0.957382588,1637.074244,12879.58411,7817.295056,5.563350422,51.70348044,0.661597036,0.957332925,1635.074153,12876.58397,7817.133239,5.60983289,52.7700128,0.682876105,0.957291957
Chronicle from the Stone Age - Gorod,Metal,198.5333333,0.083877551,0.076848073,0.059229025,0.054172336,0.071247166,0.067414966,0.069909297,0.059886621,0.060612245,0.052086168,5.6355E+12,5.60066E+12,5.53471E+12,5.55302E+12,5.57759E+12,5.56293E+12,5.56595E+12,5.58309E+12,5.58669E+12,5.61282E+12,0.299814812,0.29833586,0.298075341,0.297242559,0.297064039,0.297394123,0.298007581,0.298312335,0.298373633,0.299664675,1652.037463,13113.29737,7853.564003,5.991346531,55.82400507,0.701409916,0.953478216,1652.074924,13083.59336,7832.289991,5.948030998,55.00648732,0.705164961,0.953393436,1653.074969,13043.59155,7813.44734,5.89184588,53.85206786,0.687328604,0.953112395,1654.075015,13057.59218,7820.194093,5.873022241,53.32855379,0.668274708,0.953084872,1653.074969,13097.594,7822.392234,5.892452714,53.52985251,0.692770237,0.952862599,1649.074788,13096.59395,7813.367658,5.938750174,54.317932,0.702209912,0.952726932,1649.074788,13068.59268,7814.670952,5.984580633,55.23704926,0.720595542,0.952926484,1651.074879,13074.59295,7837.03553,6.021254353,56.03425395,0.720001946,0.953190341,1652.074924,13079.59318,7848.31444,6.040597882,56.4710558,0.701657038,0.953477348,1652.074924,13103.59427,7855.156217,6.024837987,56.28608374,0.685461,0.953593881
Obsequium Minaris - Gorod,Metal,233.6,0.05675737,0.061814059,0.060226757,0.063537415,0.06031746,0.040748299,0.058548753,0.062176871,0.0669161,0.058684807,7.53288E+12,7.53192E+12,7.54295E+12,7.49287E+12,7.51116E+12,7.55471E+12,7.61984E+12,7.70864E+12,7.70412E+12,7.59682E+12,0.412308765,0.411733473,0.41052814,0.410074811,0.410010682,0.410519772,0.412491995,0.412114244,0.413001869,0.412678703,1534.034787,13253.30054,7910.834033,6.696002223,71.9334184,0.694155099,0.956431159,1529.069346,13225.5998,7901.352956,6.682434778,71.64654579,0.691359251,0.956189802,1520.068937,13259.60134,7906.489967,6.706424882,71.95938775,0.691289348,0.955867054,1516.068756,13277.60216,7903.892366,6.7435086,72.57165308,0.673506223,0.955628622,1517.068801,13273.60198,7899.998718,6.756303539,73.03745318,0.678860278,0.955467931,1522.069028,13290.60275,7906.527412,6.779827423,73.71647673,0.678537723,0.955674013,1531.069436,13322.6042,7933.261122,6.797846227,74.07414062,0.696538553,0.956009076,1540.069844,13348.60538,7963.191837,6.784276655,73.66191854,0.688740103,0.956331135,1542.069935,13331.60461,7962.520572,6.759400321,73.08669486,0.702935613,0.956682514,1539.069799,13292.60284,7930.224821,6.723325351,72.42544096,0.689226379,0.95653189
State of Secret - Gorod,Metal,264.4266667,0.051179138,0.053424036,0.06260771,0.060975057,0.056643991,0.080090703,0.077891156,0.065011338,0.092562358,0.076712018,8.80654E+12,8.83448E+12,8.82647E+12,8.86335E+12,8.85444E+12,8.86196E+12,8.85824E+12,8.82111E+12,8.7658E+12,8.76419E+12,0.379768756,0.380494391,0.380706918,0.380191027,0.381529981,0.381922186,0.380322505,0.379995417,0.378364121,0.379665043,1960.044447,14052.31866,8551.212961,8.937847096,163.9045343,0.7330681,0.960578407,1955.088666,14083.63871,8548.959005,9.05581208,166.8088956,0.727396486,0.960422586,1945.088213,14073.63826,8545.402295,9.085925562,166.4346643,0.727939345,0.960226147,1944.088167,14077.63844,8561.636157,9.046096535,164.2920754,0.750155517,0.960361965,1944.088167,14060.63767,8564.770063,8.916172442,159.8211136,0.748257,0.960541842,1945.088213,14026.63613,8556.210389,8.713507295,153.7094093,0.762201288,0.960529995,1953.088575,13989.63445,8550.715355,8.597465458,151.17689,0.725778098,0.960678425,1956.088712,13973.63372,8546.613958,8.604831117,153.2282201,0.729991835,0.960714948,1956.088712,13994.63468,8546.152267,8.695035546,157.1794544,0.751848962,0.960821411,1957.088757,14032.6364,8553.175599,8.81912795,160.9246135,0.76135663,0.960870312
Here Die Your Gods - Gorod,Metal,275.3117007,0.050634921,0.073333333,0.104988662,0.07537415,0.100861678,0.107301587,0.070544218,0.10122449,0.10276644,0.071247166,5.06354E+12,5.07953E+12,5.05513E+12,5.06165E+12,5.09291E+12,5.04755E+12,5.02451E+12,5.05916E+12,5.06093E+12,5.03628E+12,0.351257394,0.349535837,0.350617379,0.349872871,0.351479683,0.351892665,0.353323502,0.353046678,0.350919409,0.351790708,1483.03363,12970.29412,7649.784072,7.852316739,108.1398682,0.683008538,0.951405564,1487.067441,12983.58882,7665.856567,7.841017289,107.7336659,0.685964154,0.951872535,1489.067531,13035.59118,7703.640506,7.851437133,108.0621033,0.686295853,0.951981835,1488.067486,13110.59458,7730.404923,7.862907426,108.2609001,0.680305915,0.951923835,1488.067486,13156.59667,7732.124671,7.853281711,107.6868645,0.66491958,0.951911244,1483.067259,13104.59431,7690.74386,7.840466613,107.2068866,0.691730479,0.951538918,1482.067214,13072.59286,7679.352665,7.881323117,108.5044625,0.695705548,0.951384758,1482.067214,13064.5925,7682.584336,7.914865295,109.3881911,0.682384334,0.951474938,1483.067259,13040.59141,7678.434969,7.908463952,109.1765176,0.678783302,0.951231285,1482.067214,12971.58828,7649.481677,7.881928098,108.7200476,0.690886662,0.951018763
Life Controller - Gorod,Metal,283.5733333,0.073877551,0.085260771,0.064399093,0.042312925,0.070907029,0.052358277,0.04185941,0.06553288,0.061655329,0.047800454,4.01909E+12,4.01741E+12,3.99996E+12,4.01228E+12,4.06701E+12,4.11703E+12,4.10718E+12,4.08189E+12,4.01351E+12,3.9759E+12,0.3440243,0.345134601,0.343423296,0.34382543,0.342978657,0.34582613,0.34479205,0.344968766,0.345736286,0.34617898,1356.03075,11859.26893,6993.747098,6.90906514,70.45346996,0.635876971,0.942318985,1359.061635,11850.53744,6999.943729,6.88669673,70.00447327,0.649482165,0.942793558,1361.061726,11884.53898,7022.269918,6.886797897,70.05828518,0.648730798,0.943109181,1360.061681,11950.54197,7049.508872,6.889646488,70.06289619,0.631647317,0.943164594,1362.061772,12001.54429,7083.669844,6.901888262,70.1918547,0.615676396,0.943226347,1361.061726,12013.54483,7089.156168,6.937296049,70.79875276,0.607646887,0.943251438,1355.061454,11963.54256,7058.943559,6.957114846,71.26167102,0.625473881,0.942806811,1352.061318,11903.53984,7028.161862,6.956524984,71.33561171,0.633830513,0.942446978,1353.061363,11847.5373,6997.417675,6.946857387,71.1809095,0.629076967,0.942406738,1353.061363,11828.53644,6979.801215,6.933374288,70.94079226,0.642605071,0.942292182
Blackout - Gorod,Metal,286.6533333,0.076893424,0.079183673,0.066530612,0.096349206,0.067097506,0.07521542,0.092403628,0.073446712,0.090294785,0.08292517,7.40202E+12,7.44244E+12,7.4852E+12,7.38962E+12,7.32529E+12,7.32574E+12,7.31092E+12,7.27773E+12,7.29948E+12,7.34353E+12,0.342691515,0.342276363,0.342888554,0.343900807,0.345818559,0.345416208,0.34345026,0.342531437,0.342033458,0.342028979,2060.046715,13208.29952,8164.183038,4.680544721,36.73111891,0.719319129,0.963862224,2067.093746,13225.5998,8185.901975,4.718219818,37.39267148,0.731081674,0.964033932,2072.093973,13234.60021,8202.565722,4.794691734,38.72850757,0.747014828,0.964318794,2066.0937,13219.59953,8172.233778,4.849739743,39.88028331,0.745160664,0.963983906,2049.092929,13200.59867,8131.998125,4.848681877,39.93833447,0.746622294,0.96350091,2050.092975,13197.59853,8127.734718,4.817381087,39.1579086,0.739539859,0.963665035,2060.093428,13174.59749,8131.86165,4.751983503,38.02403204,0.733526943,0.963743676,2061.093474,13175.59753,8134.028596,4.703658238,37.24636893,0.738868593,0.963968736,2054.093156,13191.59826,8139.946145,4.692236556,36.91741416,0.72221525,0.963928395,2054.093156,13183.5979,8144.174587,4.688372024,36.77040505,0.728662504,0.963823645
Hidden Genocide - Gorod,Metal,320.4526757,0.087596372,0.080408163,0.081564626,0.075306122,0.067256236,0.076780045,0.078571429,0.078594104,0.078367347,0.080022676,9.50398E+12,9.49239E+12,9.51959E+12,9.53753E+12,9.56212E+12,9.58121E+12,9.5483E+12,9.5774E+12,9.63038E+12,9.58451E+12,0.341132004,0.340816042,0.340314662,0.340133095,0.339702135,0.339013158,0.338517674,0.337988961,0.339059589,0.340105859,2109.047826,13716.31104,8672.431656,5.204111915,46.06672992,0.719795577,0.963653953,2106.095515,13692.62098,8652.160289,5.128483457,44.98489306,0.729159974,0.963534642,2116.095968,13706.62162,8654.443922,5.062316652,43.94991088,0.708530228,0.963538867,2125.096376,13745.62338,8665.117469,5.052357109,43.79482781,0.718021741,0.963505988,2127.096467,13753.62375,8669.710229,5.079643522,44.13751143,0.73178358,0.963567544,2115.095923,13782.62506,8669.71868,5.125423969,44.63906693,0.726247597,0.963425529,2097.095106,13787.62529,8663.505144,5.176373465,45.31745294,0.725939919,0.963266147,2106.095515,13806.62615,8682.16703,5.195617635,45.65353161,0.727392196,0.96329617,2120.096149,13851.62819,8719.544593,5.204484632,45.81934942,0.71464412,0.963566876,2119.096104,13809.62629,8711.322069,5.215651672,46.1154524,0.73775195,0.963672877
Edaenia 2312 - Gorod,Metal,327.7066667,0.067301587,0.07723356,0.082471655,0.084535147,0.058367347,0.059297052,0.070294785,0.056122449,0.073673469,0.059569161,6.37279E+12,6.36857E+12,6.43245E+12,6.50218E+12,6.56783E+12,6.57436E+12,6.51715E+12,6.48774E+12,6.46743E+12,6.41562E+12,0.323282226,0.321779463,0.321887466,0.321667981,0.322761419,0.323209508,0.322814784,0.322417009,0.323778317,0.324022351,1747.039617,13323.30213,8244.111164,4.920622442,38.90915471,0.715072463,0.960522781,1748.079278,13319.60406,8248.269555,4.902553237,38.82460182,0.715952089,0.960428927,1755.079595,13354.60565,8279.764031,4.900240482,38.9506661,0.71184137,0.960899415,1758.079732,13366.6062,8301.333291,4.901258948,39.0670323,0.723330088,0.961073041,1760.079822,13396.60756,8324.417876,4.918466096,39.28359485,0.711497524,0.961059618,1759.079777,13414.60837,8335.903643,4.944987736,39.53716651,0.71139704,0.961138589,1751.079414,13408.6081,8312.201451,4.951940522,39.54469099,0.718297809,0.960849252,1744.079097,13382.60692,8278.081809,4.952132226,39.45449836,0.71476369,0.960640134,1744.079097,13352.60556,8250.648344,4.941415358,39.15849863,0.719666017,0.960610999,1746.079187,13328.60447,8239.198466,4.93160078,38.96244714,0.719453177,0.960641284
Thorazine - High on Fire,Metal,83.90544218,0.036031746,0.04430839,0.029614512,0.029795918,0.051904762,0.025646259,0.02600907,0.042789116,0.033401361,0.028253968,8.08861E+11,8.24267E+11,8.26522E+11,8.23546E+11,8.05261E+11,7.78011E+11,7.63733E+11,7.70284E+11,7.88401E+11,7.9748E+11,0.177180499,0.177678654,0.177491472,0.177001814,0.176314292,0.176622448,0.177113527,0.177295989,0.177351636,0.177631233,1221.027689,11586.26274,6621.016667,4.760382876,32.0495115,0.655241896,0.936850246,1222.055422,11592.52574,6626.254046,4.763695638,32.16744117,0.65278727,0.936960578,1225.055558,11584.52538,6625.325163,4.760046588,32.22082604,0.613974794,0.936991725,1227.055649,11611.5266,6634.096508,4.751484941,32.09683525,0.612870445,0.936897965,1222.055422,11532.52302,6598.854584,4.74218435,31.87714512,0.613893465,0.936478357,1218.055241,11424.51812,6557.369833,4.735985284,31.70537557,0.597835848,0.936192143,1216.05515,11415.51771,6550.294841,4.730690481,31.60567235,0.589604825,0.93612863,1219.055286,11464.51993,6572.325685,4.728992464,31.58270787,0.592062876,0.936235896,1221.055377,11533.52306,6600.388159,4.736241218,31.65577883,0.60932922,0.936563716,1221.055377,11544.52356,6606.643246,4.74625074,31.77627009,0.634376718,0.936710221
Khanrad's Wall - High on Fire,Metal,146.7215873,0.063854875,0.0630839,0.059954649,0.056802721,0.061632653,0.064739229,0.058866213,0.057120181,0.041927438,0.051315193,3.92091E+12,3.89911E+12,3.88022E+12,3.86542E+12,3.86812E+12,3.87887E+12,3.9029E+12,3.9115E+12,3.93725E+12,3.9592E+12,0.335483346,0.335102857,0.335825403,0.336607272,0.336213973,0.33672882,0.337303597,0.336659957,0.334934873,0.335215424,1953.044289,12280.27848,7372.018794,4.517242607,33.32078339,0.628256472,0.95154123,1953.088575,12160.5515,7343.604562,4.525065128,33.37189519,0.639551934,0.951339564,1951.088485,12130.55014,7316.54455,4.534616865,33.36072375,0.640851689,0.951195736,1948.088349,12184.55259,7312.635504,4.521362354,33.0271196,0.639171975,0.950833331,1947.088303,12251.55563,7335.763414,4.507254321,32.82403864,0.641082238,0.950984993,1948.088349,12264.55622,7342.219316,4.499642103,32.75117589,0.652166659,0.951051821,1948.088349,12295.55762,7353.023941,4.500911315,32.80494699,0.633174715,0.951257974,1950.088439,12241.55517,7345.18273,4.512018761,33.09486711,0.648011823,0.951392946,1950.088439,12255.55581,7350.840003,4.533122099,33.57460035,0.645630554,0.951369846,1950.088439,12309.55826,7373.53696,4.537267684,33.64145311,0.622763104,0.951439852
Rumors of War - High on Fire,Metal,171.1928118,0.0461678,0.04600907,0.040408163,0.04723356,0.040839002,0.046802721,0.043129252,0.044399093,0.040249433,0.046598639,7.99675E+12,7.98391E+12,7.94901E+12,7.91223E+12,7.8694E+12,7.79295E+12,7.75918E+12,7.80964E+12,7.87674E+12,7.95475E+12,0.47121968,0.472257319,0.472330432,0.471962076,0.472831118,0.471821516,0.471708325,0.471833479,0.471698664,0.47126879,1502.034061,12767.28952,7403.981971,4.982756624,39.54149801,0.660862044,0.954026914,1500.06803,12726.57717,7388.003589,4.970645053,39.31490902,0.6807148,0.953992487,1495.067804,12724.57708,7378.757207,4.969157596,39.30259238,0.688026545,0.953881376,1490.067577,12708.57635,7368.90573,4.97196569,39.30350999,0.691585731,0.95365741,1486.067395,12666.57445,7354.947037,4.976770209,39.30616703,0.668528839,0.953494369,1479.067078,12620.57236,7339.208058,4.971798007,39.17596856,0.65630267,0.953338234,1485.06735,12625.57259,7348.57315,4.975616776,39.23375809,0.68307971,0.953427577,1490.067577,12690.57554,7377.444602,4.997296854,39.62697022,0.676564483,0.953666622,1490.067577,12746.57808,7396.211169,5.010958059,39.95318077,0.66148752,0.953755705,1496.067849,12785.57984,7409.694477,5.003920725,39.90325045,0.666277884,0.953923788
DII - High on Fire,Metal,225.110771,0.045464853,0.060340136,0.056575964,0.046825397,0.049206349,0.055782313,0.054897959,0.062494331,0.05707483,0.050929705,1.47743E+13,1.47855E+13,1.48096E+13,1.48524E+13,1.49023E+13,1.48583E+13,1.47038E+13,1.46244E+13,1.46627E+13,1.47399E+13,0.430666502,0.430774034,0.432241611,0.431096117,0.430119918,0.430627201,0.430381482,0.429198405,0.430212139,0.430270683,2313.052453,15428.34987,9000.417989,4.899047136,42.19763441,0.704861971,0.961641769,2309.104721,15431.69985,9001.683815,4.89218373,42.24880993,0.70779141,0.961564891,2297.104177,15399.6984,8989.389809,4.870946723,41.93098263,0.713652803,0.961289435,2285.103633,15383.69767,8979.479262,4.845721316,41.42817052,0.699953683,0.961078087,2282.103497,15389.69795,8986.672157,4.832531053,41.09838509,0.686598888,0.961067561,2288.103769,15390.69799,8994.53252,4.841355529,41.23184517,0.682597229,0.961003204,2292.10395,15368.69699,8987.586541,4.870322284,41.65245583,0.691438411,0.961085045,2299.104268,15374.69727,8988.539085,4.890105432,41.88694468,0.702644213,0.961338277,2308.104676,15395.69822,8995.018565,4.893450709,41.91994673,0.727564787,0.9616355,2313.104903,15420.69935,9001.438401,4.898328845,42.06521816,0.713215689,0.961786734
